id,googlePlaceId,name,ownerId,createdBy,addressStreet,addressSuburb,addressState,addressPostcode,phone,email,website,instagram,facebook,bookingUrl,lat,lng,pricePerWeek,amenities,isActive,isFeatured,isTest,priceVerified,isPaid,stripePlan,stripeSubscriptionId,hoursMonday,hoursTuesday,hoursWednesday,hoursThursday,hoursFriday,hoursSaturday,hoursSunday,hoursComment,imageCount,description
de2f8ce2-9784-4ff8-9f13-d9d102562c18,ChIJ70qLFj09c2sRB1wj-FjpgK0,Our Pilates Co,unclaimed,,316 Charlestown Rd,Charlestown,NSW,2290,+61 483 918 066,,https://www.ourpilatesco.com/,,,,-32.9611874,151.6944244,28,,true,false,false,false,false,,,,,,,,,,,0,A calm and focused environment in Charlestown where pilates and yoga classes help members build strength from the inside out.
91ed8357-e925-4d08-9d05-d732cb9c8f92,ChIJHX7Qyu3HEmsRfeFzxuwb7-I,Newlife Health Club,unclaimed,,34-36 President Ave,Caringbah,NSW,2229,+61 2 9542 7805,,http://www.newlifehealthclub.com.au/,,,,-34.043298199999995,151.1214627,22,,true,false,false,false,false,,,,,,,,,,,0,"More personal than a big-box gym, more equipped than a micro-studio. This Caringbah facility strikes the right balance."
5060306f-9a1c-44a2-b57a-08f643cc8271,ChIJF2XypVGrF2sRWYje8_rBCYQ,Anytime Fitness Casey,unclaimed,,29/15 Kingsland Parade,Casey,ACT,2913,+61 448 611 761,,https://www.anytimefitness.com/en-au/locations/casey-australian-capital-territory-au-1146,,,,-35.173987,149.0956482,14,,true,false,false,false,false,,,,,,,,,,,0,"A conveniently located 24/7 gym in Casey offering round-the-clock access to quality cardio machines, strength equipment, and free weights. Perfect for busy schedules, with no lock-in contracts and fully equipped change rooms."
gym-1094,ChIJJaHN6jJF0WoREdVDh1QyjIQ,Club Lime Ballarat,unclaimed,,Retail Area 1,Ballarat Central,VIC,3350,+61 3 8822 6001,,https://www.clublime.com.au/ourclubs/?id=d1df789d-d74e-447c-b31f-ffd302530b05&state=VIC&utm_source=gmb&utm_medium=organic&utm_campaign=gmb,,,,-37.5608139,143.86062619999998,15,,true,false,false,false,false,,,,,,,,,,,0,"No frills, no fuss — just solid equipment available whenever you want it. This 24/7 gym packs cardio, machine weights, and a free weights section into a clean, well-lit space in Ballarat Central."
gym-445,ChIJ9ZuJUwCvEmsRCjailTD8ooU,The Foundation Gym,unclaimed,,Unit 7/350 Bourke St,Surry Hills,NSW,2010,+61 405 632 157,,https://www.thefoundationgym.com/,,,,-33.8829185,151.2165958,22,,true,false,false,false,false,,,,,,,,,,,0,"A local gem in Surry Hills, offering a fully equipped gym floor, experienced trainers, and a genuine commitment to member results."
16e46f10-dce3-45d3-90a6-bccbce578dd6,ChIJpYZR9kwDkWsR9AXZFk7TiY4,CHANGE Burleigh West,unclaimed,,3/60 Township Dr,Burleigh Heads,QLD,4220,+61 437 112 235,,http://www.chang3.com/,,,,-28.112364699999997,153.4329989,20,,true,false,false,false,false,,,,,,,,,,,0,"Built by fitness enthusiasts for fitness enthusiasts, CHANGE Burleigh West in Burleigh Heads offers a well-curated equipment range and a knowledgeable coaching team."
670e4bcf-08c1-4f9d-ba35-8967b9e74ee3,ChIJB3m87hZFkWsRC3Qsiw-fD84,Club Lime Sunnybank Hills,unclaimed,,661 Compton Rd,Sunnybank Hills,QLD,4109,+61 7 3064 7118,,https://www.clublime.com.au/ourclubs/?id=fcd3b027-14e0-4323-b1c7-6f6e7e95c189&state=qld&utm_source=gmb&utm_medium=organic&utm_campaign=gmb,,,,-27.6107382,153.05560069999999,12,,true,false,false,false,false,,,,,,,,,,,0,"Compact and efficient, this Sunnybank Hills facility gives members access to a full suite of gym equipment any time, day or night. Swipe-card entry, clean facilities, and straightforward month-to-month memberships make it easy to get started."
0c746aca-e620-49bd-ac95-375e28a6551b,ChIJhc1VHdO1F2sRmfI67twA0uA,DANCE SCULPT,unclaimed,,21 Altree Ct,Phillip,ACT,2606,,,http://www.dancesculpt.com/,,,,-35.3498269,149.0867567,22,,true,false,false,false,false,,,,,,,,,,,0,"Built by fitness enthusiasts for fitness enthusiasts, DANCE SCULPT in Phillip offers a well-curated equipment range and a knowledgeable coaching team."
6919b1e9-9bf9-40f9-8dac-cfe378995d47,ChIJ3QGf0I1Ru2oR6n93B4Qvb_w,The Wellness Centre Whyalla,unclaimed,,14 Forsyth St,Whyalla,SA,5600,+61 480 093 098,,http://www.thewellnesscentrewhyalla.com.au/,,,,-33.0338671,137.5844418,22,,true,false,false,false,false,,,,,,,,,,,0,"More personal than a big-box gym, more equipped than a micro-studio. This Whyalla facility strikes the right balance."
gym-1347,ChIJFzsrSDZakWsRlw2BGp3XUrA,CrossFit Brisbane,unclaimed,,47 Clarence St,Coorparoo,QLD,4151,+61 403 892 798,,http://www.crossfitbrisbane.com/,,,,-27.4898441,153.0533913,42,,true,false,false,false,false,,,,,,,,,,,0,"CrossFit Brisbane is a CrossFit affiliate built around constantly varied, high-intensity functional movements. Daily WODs are coached by certified trainers, with a box environment where community is as important as the training."
gym-1069,,Plus Fitness 24/7 Clyde North,unclaimed,,Unit 11/51S Hamersley Dr,Clyde North,VIC,3978,+61 3 9109 9959,,https://www.plusfitness.com.au/gyms/clyde-north/,,,,-38.0942139,145.3347116,18,,true,false,false,false,false,,,,,,,,,,,0,"No frills, no fuss — just solid equipment available whenever you want it. This 24/7 gym packs cardio, machine weights, and a free weights section into a clean, well-lit space in Clyde North."
bfa6047e-d869-48bd-8bcb-f9c7728aefb2,ChIJ9c5yhb9ZkWsRehUDyj5nX8Y,YMCA Bowen Hills,unclaimed,,95 Abbotsford Rd,Bowen Hills,QLD,4006,+61 7 3851 8800,,https://ymcafitness.com/locations/ymca-bowen-hills,,,,-27.442636699999998,153.0390004,15,,true,false,false,false,false,,,,,,,,,,,0,"This council-operated recreation centre in Bowen Hills provides affordable access to gym equipment, group fitness classes, aquatic facilities, and court sports."
15b9e9af-0739-4e30-80cd-bbc4e8e3bc6a,ChIJacEBosI1c2sRLdr-6CjEsVc,Conditioning Club,unclaimed,,6 Cessnock St,Cessnock,NSW,2325,,,,,,,-32.840908999999996,151.35640909999998,40,,true,false,false,false,false,,,,,,,,,,,0,"Conditioning Club is a serious training space for lifters who demand quality equipment and minimal distraction. Stocked with competition barbells, racks, platforms, and an extensive selection of plates and dumbbells."
b0b5a7b0-36d0-4f5b-ba0b-40f59811745d,ChIJp--fQPOTwCwRAkQ6U1bXi1o,NO PAIN NO GAIN.AU,unclaimed,,29 Kurrajong Cres,Nightcliff,NT,0810,+61 426 724 062,,,,,,-12.3831343,130.8453959,30,,true,false,false,false,false,,,,,,,,,,,0,"A local gem in Nightcliff, offering a fully equipped gym floor, experienced trainers, and a genuine commitment to member results."
c26d21e0-f43b-427e-9c1b-9e5f592ce818,ChIJZ1ZPpMmkEmsR1hgAB0eYI9o,Snap Fitness Olympic Park 24/7,unclaimed,,3 Australia Ave,Sydney Olympic Park,NSW,2127,+61 481 952 579,,https://www.snapfitness.com/au/gyms/sydney-olympic-park/,,,,-33.8478329,151.07317609999998,16,,true,false,false,false,false,,,,,,,,,,,0,"Your local Sydney Olympic Park fitness destination is open every hour of every day, so you can train on your own terms. Expect a well-maintained floor of cardio equipment, pin-loaded machines, and a free weights area — everything you need, without the extras you don't."
gym-1562,ChIJrUsRnyTPsGoRIhqRg8Po5O0,Challenger Fitness Club,unclaimed,,13 Shannon Pl,Adelaide,SA,5000,+61 420 321 000,,,,,,-34.926975,138.590142,30,,true,false,false,false,false,,,,,,,,,,,0,"Challenger Fitness Club in Adelaide is a well-equipped, independently operated gym delivering quality training in a friendly environment."
gym-214,ChIJg-v1jCekMioRJ30QsnDIN2Y,Workout Fitness Centre,owner-3,,36 Eric St,Claremont,WA,6011,+61 418 950 112,,https://www.facebook.com/p/Workout-Fitness-Cottesloe-100054642330443/,,,,-31.989484400000002,115.7573122,18,cardio|free weights|group classes|yoga/pilates,true,false,false,false,false,,,,,,,,,,,0,"More personal than a big-box gym, more equipped than a micro-studio. This Claremont facility strikes the right balance, offering a quality training environment with staff who actually know your name."
gym-1421,ChIJzXgNDbQckWsRlabhC3bbegc,Goodlife Health Clubs Robina,unclaimed,,Robina Town Centre Dr,Robina,QLD,4226,+61 7 5562 3700,,https://www.goodlife.com.au/clubs/robina/?utm_source=gbp&utm_medium=organic&utm_campaign=GL%20-%20AO%20-%20GBP%20-%20GOO%20-%20AU&utm_content=Goodlife%20Health%20Clubs%20Robina&utm_term=plcid_17391673774289449071,,,,-28.0750999,153.3836165,25,,true,false,false,false,false,,,,,,,,,,,0,"One of Robina's premier fitness destinations, this club features a large gym floor loaded with cardio and strength equipment, a group fitness studio running daily classes, and a team of personal trainers ready to help you reach your goals."
d6d6084b-2a72-427b-b1dd-49258aa2897a,ChIJN83d-xmwEmsRY_55pnmZ5zM,Peek Fitness,unclaimed,,55 Norton St,Leichhardt,NSW,2040,,,http://www.peekfitness.com.au/,,,,-33.8858561,151.15742559999998,28,,true,false,false,false,false,,,,,,,,,,,0,"Peek Fitness in Leichhardt is a well-equipped, independently operated gym delivering quality training in a friendly environment."
8e73bb53-7809-4013-91c9-b46f9f0aa89a,ChIJ915EpZEakWsRFp9NQTjrf28,Gold Coast Sports and Leisure Centre,unclaimed,,296 Nerang Broadbeach Rd,Carrara,QLD,4211,+61 7 5581 7082,,https://www.goldcoast.qld.gov.au/Services/Venues-facilities/Sports-venues/Gold-Coast-Sports-Leisure-Centre?utm_source=google&utm_medium=organic&utm_campaign=Google+My+Business&utm_content=Gold+Coast+Sports+and+Leisure+Centre+-+Carrara&utm_term=plcid_12637634307081175659,,,,-28.0044172,153.3640337,12,,true,false,false,false,false,,,,,,,,,,,0,"An affordable and family-friendly facility in Carrara offering swimming, gym access, fitness classes, and sports programs in one location."
02d5b0f3-dd98-4313-8e60-e4c9688657c7,ChIJjat7dvY_1moR-ZXtBQBbzIY,Waverley Gymnastics Centre (Oakleigh Campus),unclaimed,,2A Park Rd,Oakleigh,VIC,3166,+61 3 9887 9611,,http://www.wgc.org.au/,,,,-37.892955199999996,145.0972519,25,,true,false,false,false,false,,,,,,,,,,,0,"Built by fitness enthusiasts for fitness enthusiasts, Waverley Gymnastics Centre (Oakleigh Campus) in Oakleigh offers a well-curated equipment range and a knowledgeable coaching team."
gym-1744,ChIJ3VgIyAUmnqoRJGFfkcqe_a8,Blue Lake CrossFit,unclaimed,,40 Graham Rd,Mount Gambier,SA,5290,+61 406 662 985,,http://www.bluelakecrossfit.com.au/,,,,-37.8152143,140.7524024,40,,true,false,false,false,false,,,,,,,,,,,0,"This Mount Gambier CrossFit box brings a community-first approach to fitness, with coaches who adapt workouts to suit everyone from beginners to competitive athletes."
fdbb7808-61cd-4595-99f2-380f724558b3,ChIJFfSpUf29EmsRmkslppYE0SU,Inmotion Studio Reformer Pilates,unclaimed,,1/33 The Crescent,Fairfield,NSW,2165,,,http://inmotionstudio.com.au/,,,,-33.872792,150.9555098,35,,true,false,false,false,false,,,,,,,,,,,0,"Specialising in reformer pilates with a focus on precision, control, and body awareness, this Fairfield studio offers classes from beginner to advanced."
gym-1214,ChIJUWIbiEFZkWsRUOOm4hpJ2o0,BFT Chermside,unclaimed,,541 Gympie Rd,Chermside,QLD,4031,+61 421 554 173,,https://bft.studio/chermside/trial,,,,-27.3960741,153.03154759999998,25,,true,false,false,false,false,,,,,,,,,,,0,"More personal than a big-box gym, more equipped than a micro-studio. This Chermside facility strikes the right balance."
cbbc9886-527c-4a6a-bd68-1ab05826cd38,ChIJP1DCJFYakWsRGr9cv964-sI,Ground ZeroW | Arundel Strength Training and Powerlifting Gym,unclaimed,,4/36 Newheath Dr,Arundel,QLD,4214,,,http://www.zerow.com.au/,,,,-27.9450464,153.3426299,45,,true,false,false,false,false,,,,,,,,,,,0,This Arundel performance centre offers a professional training environment with premium equipment and expert coaching.
gym-645,ChIJ8Z9qrk8Vc2sRUrfoo1iNs0Q,The Gym on King,unclaimed,,Suite 3/291 King St,Newcastle,NSW,2300,+61 2 4949 2426,,https://gymonking.com.au/,,,,-32.928892499999996,151.7680566,22,,true,false,false,false,false,,,,,,,,,,,0,"More personal than a big-box gym, more equipped than a micro-studio. This Newcastle facility strikes the right balance."
f4134386-dc0a-4f1e-8a2c-54ff3836c478,ChIJZxSlNPd1bqoRzONNWVkxjfg,Sanara Studio,unclaimed,,57 Kingston View Dr,Kingston,TAS,7050,+61 422 969 810,,https://sanara.studio/,,,,-42.971973999999996,147.282862,50,,true,false,false,false,false,,,,,,,,,,,0,"A Kingston studio built around personalised coaching and real results. Whether it's one-on-one personal training or small group sessions, every member gets the attention they need."
gym-1205,ChIJ8YWLg_hQkWsRqBHNJFKuKac,Snap Fitness 24/7 Indooroopilly,unclaimed,,8/34 Coonan St,Indooroopilly,QLD,4068,+61 457 472 134,,https://www.snapfitness.com/au/gyms/indooroopilly?utm_source=gmb&utm_medium=yext,,,,-27.497123,152.9760385,18,,true,false,false,false,false,,,,,,,,,,,0,"Your local Indooroopilly fitness destination is open every hour of every day, so you can train on your own terms. Expect a well-maintained floor of cardio equipment, pin-loaded machines, and a free weights area — everything you need, without the extras you don't."
gym-196,ChIJ7RNKrNylMioRz48ZUI-Z5w8,Adapt Health Club,owner-3,,208 Stirling Hwy,Claremont,WA,6010,,,http://www.adapthealthclub.com.au/,,,,-31.9820049,115.78959649999999,35,cardio|free weights|showers|lockers|personal training,true,false,false,false,,,,,,,,,,,,0,"This Claremont boutique facility delivers a premium training experience in a small, focused setting. Expert coaches, evidence-based programming, and a genuine investment in member outcomes set this studio apart from the standard gym."
gym-944,ChIJNR32ksB11moRW2Y1tW4PwlQ,CorePlus Frankston - Pilates Yoga Reformer,unclaimed,,9 Playne St,Frankston,VIC,3199,+61 3 9707 3856,,https://core-plus.com/au/studios/frankston,,,,-38.1441454,145.1211277,40,,true,false,false,false,false,,,,,,,,,,,0,CorePlus Frankston - Pilates Yoga Reformer is a dedicated pilates and movement studio offering reformer and mat-based classes for all experience levels. Small class sizes ensure personalised attention.
acd05daf-a0b5-403f-9764-bfa8cfdb6938,ChIJNW5ilsK7EmsR7ojvU-wTuBQ,Apex Gym 24/7 Ashfield,unclaimed,,Shop 1/2A Brown St,Ashfield,NSW,2131,+61 452 042 488,,https://www.apexgym247.com.au/,,,,-33.8886154,151.1259375,16,,true,false,false,false,false,,,,,,,,,,,0,"Your local Ashfield fitness destination is open every hour of every day, so you can train on your own terms. Expect a well-maintained floor of cardio equipment, pin-loaded machines, and a free weights area — everything you need, without the extras you don't."
bd280044-40c9-4058-ac2f-775eec6e9bd7,ChIJ8yt1DQu5EmsRIqoMEM02dbk,inLIFE Wellness Kogarah,unclaimed,,Shop 1/8-12 Kensington St,Kogarah,NSW,2217,+61 483 968 856,,https://inlifewellness.studio/kogarah/gmb,,,,-33.9646586,151.1360708,30,,true,false,false,false,false,,,,,,,,,,,0,"A local gem in Kogarah, offering a fully equipped gym floor, experienced trainers, and a genuine commitment to member results."
00ad6b27-ee6a-4ffc-8f71-96dddba80f7d,ChIJF3fIFylYkWsRHiBUl8LBf9w,Brisbane Fitness Empire,unclaimed,,Shop 3/37 Windorah St,Stafford,QLD,4053,+61 424 382 697,,http://brisbanefitnessempire.com.au/,,,,-27.412361599999997,153.0106719,28,,true,false,false,false,false,,,,,,,,,,,0,"A local gem in Stafford, offering a fully equipped gym floor, experienced trainers, and a genuine commitment to member results."
236ef09d-61eb-43e4-8442-3a882cbed279,ChIJLftBi0AUc2sRyi4431G7GHY,Ninja Parc Newcastle,unclaimed,,Cnr Tooke and,Cooks Hill,NSW,2300,+61 2 4087 8797,,https://ninjaparc.com.au/locations/newcastle/?utm_content=newcastle&utm_source=google&utm_medium=organic&utm_campaign=gmb,,,,-32.9364664,151.7686798,18,,true,false,false,false,false,,,,,,,,,,,0,"Ninja Parc Newcastle in Cooks Hill is a well-equipped, independently operated gym delivering quality training in a friendly environment."
gym-1408,ChIJZfnhIvwEkWsRWcR0P8gRDO8,MyFitness Club Broadbeach,unclaimed,,Level 2,Broadbeach,QLD,4218,+61 1300 172 544,,http://www.myfitnessclub.com.au/broadbeach,,,,-28.0296143,153.4335177,28,,true,false,false,false,false,,,,,,,,,,,0,This independently run fitness facility in Broadbeach prides itself on quality coaching and a genuine community feel.
gym-1021,ChIJDdhn8CJD1moRG15Rvdxx6GY,BFT Brunswick,unclaimed,,520-522 Sydney Rd,Brunswick,VIC,3056,+61 491 203 393,,http://www.bft.fit/brunswick/gb,,,,-37.76586880000001,144.9626061,20,,true,false,false,false,false,,,,,,,,,,,0,"More personal than a big-box gym, more equipped than a micro-studio. This Brunswick facility strikes the right balance."
c246ac86-62da-451f-adcc-efaf708e1397,ChIJW9ilKIo71moR4X7dmAN74hY,Project Gap,unclaimed,,Unit 2/37-51 Lusher Rd,Croydon,VIC,3136,+61 3 9923 8244,,http://projectgap.com.au/,,,,-37.8031046,145.2790272,30,,true,false,false,false,false,,,,,,,,,,,0,"A local gem in Croydon, offering a fully equipped gym floor, experienced trainers, and a genuine commitment to member results."
9cff397d-5435-438b-913a-fedb95701c57,ChIJfR8kh2xZkWsR2njVoON3p9U,Fitstop Morningside,unclaimed,,6/338 Lytton Rd,Morningside,QLD,4170,+61 449 711 866,,https://fitstop.com/au/web/locations/au/Morningside,,,,-27.4558371,153.0791993,55,,true,false,false,false,false,,,,,,,,,,,0,"Fitstop Morningside delivers team training that pushes you further than you'd go alone. Each 45-minute session combines functional movements and HIIT principles, with coaches guiding you through a different workout every day."
674d050d-b36b-4a55-a182-0a86df8b1e5c,ChIJ3ZaFvydH1moR8ftY3_JOVzM,Perspective Performance,unclaimed,,Unit 10/12 Stradbroke Ave,Heidelberg,VIC,3084,+61 481 601 262,,,,,,-37.754465499999995,145.0626461,45,,true,false,false,false,false,,,,,,,,,,,0,"Perspective Performance is a serious training space for lifters who demand quality equipment and minimal distraction. Stocked with competition barbells, racks, platforms, and an extensive selection of plates and dumbbells."
6d98b49a-e7b4-4889-b973-51f7887bda7e,ChIJuSKEsGUu1moRAbgS607DDyY,Unified Fitness And Performance,unclaimed,,3 East Ct,Lilydale,VIC,3140,+61 400 328 779,,,,,,-37.7494004,145.3496348,38,,true,false,false,false,false,,,,,,,,,,,0,"Unified Fitness And Performance is a serious training space for lifters who demand quality equipment and minimal distraction. Stocked with competition barbells, racks, platforms, and an extensive selection of plates and dumbbells."
1bd3a796-90a2-42f3-ac98-d773fdd7c390,ChIJ-VcaQu94k2sRfeeILITfY3k,PCYC Sunshine Coast,unclaimed,,3 Youth Ave,Burnside,QLD,4560,+61 7 5441 2915,,https://www.pcyc.org.au/clubs/pcyc-sunshine-coast/,,,,-26.6350865,152.9516103,14,,true,false,false,false,false,,,,,,,,,,,0,"PCYC Sunshine Coast is a comprehensive community leisure facility in Burnside offering gym access, group fitness classes, and aquatic facilities. Catering for all ages and abilities."
gym-868,ChIJieNTpdVp1moRbFc_VYIzgrQ,Physique Club Prahran,unclaimed,,17 Grattan St,Prahran,VIC,3181,+61 408 695 268,,https://thephysiqueclub.com/,,,,-37.847839400000005,144.9911103,25,,true,false,false,false,false,,,,,,,,,,,0,"A local gem in Prahran, offering a fully equipped gym floor, experienced trainers, and a genuine commitment to member results."
gym-744,ChIJSVAbtgkUE2sRWRDM_WuRmcQ,Plus Fitness Warilla,unclaimed,,2/144 Shellharbour Rd,Warilla,NSW,2528,+61 2 4296 0583,,https://www.plusfitness.com.au/gyms/warilla/?utm_source=google&utm_medium=organic&utm_campaign=place-business-listing,,,,-34.5507393,150.8597246,16,,true,false,false,false,false,,,,,,,,,,,0,"A conveniently located 24/7 gym in Warilla offering round-the-clock access to quality cardio machines, strength equipment, and free weights. Perfect for busy schedules, with no lock-in contracts and fully equipped change rooms."
f860d7e1-8c9f-44fc-9ec9-b4779bcbda78,ChIJZfuWON2uEmsRCQ913DMoDUs,Inpower Fitness,unclaimed,,Suite 2/7 Ridge St,North Sydney,NSW,2060,+61 412 468 468,,http://www.inpowerfitness.com.au/,,,,-33.832775,151.205906,28,,true,false,false,false,false,,,,,,,,,,,0,"More personal than a big-box gym, more equipped than a micro-studio. This North Sydney facility strikes the right balance."
7930a7df-5fd6-474a-ab7c-bc0d64a4f6b1,ChIJ58H8hxADkWsRBNYWDw4VvSs,Globe Gym,unclaimed,,10 Classic Way,Burleigh Waters,QLD,4220,+61 7 5593 7776,,http://www.globegym.com.au/,,,,-28.099293,153.4239524,22,,true,false,false,false,false,,,,,,,,,,,0,"More personal than a big-box gym, more equipped than a micro-studio. This Burleigh Waters facility strikes the right balance."
5f9a0487-cc12-4b8d-9324-0f136573e113,ChIJCTkeSwCzF2sRYxf4A8i9gD0,Exercise Equipment,unclaimed,,20 Noffs Cres,Coombs,ACT,2611,,,,,,,-35.323058599999996,149.0507154,28,,true,false,false,false,false,,,,,,,,,,,0,"More personal than a big-box gym, more equipped than a micro-studio. This Coombs facility strikes the right balance."
03388655-bb78-48d7-a245-e945b60761d7,ChIJy1YJyhGZMioRpxZKRZGNtco,One Life Fitness,unclaimed,,52 Erceg Rd,Yangebup,WA,6164,+61 438 202 242,,http://onelifefitness.com.au/,,,,-32.1212946,115.8002071,28,cardio|free weights|showers|lockers,true,false,false,false,false,,,,,,,,,,,0,"A local gem in Yangebup, offering a fully equipped gym floor, experienced trainers, and a genuine commitment to member results."
08a1760d-fcb5-416d-922a-9060e135f27e,ChIJO5_fJicP1moRq5dB8QTi4vg,Air Locker Training Cranbourne,unclaimed,,Unit 2/20 Camino Cres,Cranbourne,VIC,3977,+61 457 111 800,,https://airlockertraining.com/studios/alt-cranbourne,,,,-38.0912201,145.24785699999998,22,,true,false,false,false,false,,,,,,,,,,,0,This independently run fitness facility in Cranbourne prides itself on quality coaching and a genuine community feel.
gym-957,ChIJh-kpFkw51moRJNY6hBAXVbo,BFT Ringwood,unclaimed,,12 Olive Grove,Ringwood,VIC,3134,+61 422 645 123,,https://www.bft.studio/ringwood/gmb/,,,,-37.817851,145.2211613,22,,true,false,false,false,false,,,,,,,,,,,0,"BFT Ringwood in Ringwood is a well-equipped, independently operated gym delivering quality training in a friendly environment."
6fac0d7c-ccb1-4f73-bbc2-3145c63f519f,ChIJ5-253q5FkWsR_wEogDhPP0E,Parkinson Health Club,unclaimed,,751 Algester Rd,Parkinson,QLD,4115,+61 7 3054 4385,,https://cityhealthclubs.com.au/locations/parkinson/,,,,-27.6396935,153.03829059999998,30,,true,false,false,false,false,,,,,,,,,,,0,"More personal than a big-box gym, more equipped than a micro-studio. This Parkinson facility strikes the right balance."
